commence_time,home_team,away_team,bookmaker,market_type,name,price,point,price_normalized,point_normalized,home_team_encoded,away_team_encoded,market_type_encoded,bookmaker_encoded
2024-12-21 01:10:00+00:00,Miami Heat,Oklahoma City Thunder,MyBookie.ag,h2h,Miami Heat,1.93,0.0,0.030999999999999993,0.0888468809073724,6,12,0,8
2024-12-21 01:10:00+00:00,Miami Heat,Oklahoma City Thunder,MyBookie.ag,h2h,Oklahoma City Thunder,1.88,0.0,0.02933333333333333,0.0888468809073724,6,12,0,8
2024-12-21 01:10:00+00:00,Miami Heat,Oklahoma City Thunder,MyBookie.ag,spreads,Miami Heat,1.91,1.5,0.03033333333333333,0.0945179584120983,6,12,1,8
2024-12-21 01:10:00+00:00,Miami Heat,Oklahoma City Thunder,MyBookie.ag,spreads,Oklahoma City Thunder,1.91,-1.5,0.03033333333333333,0.0831758034026465,6,12,1,8
2024-12-21 01:10:00+00:00,Miami Heat,Oklahoma City Thunder,MyBookie.ag,totals,Over,1.91,217.0,0.03033333333333333,0.9092627599243857,6,12,2,8
2024-12-21 01:10:00+00:00,Miami Heat,Oklahoma City Thunder,MyBookie.ag,totals,Under,1.91,217.0,0.03033333333333333,0.9092627599243857,6,12,2,8
2024-12-21 01:10:00+00:00,Miami Heat,Oklahoma City Thunder,FanDuel,h2h,Miami Heat,1.98,0.0,0.03266666666666667,0.0888468809073724,6,12,0,6
2024-12-21 01:10:00+00:00,Miami Heat,Oklahoma City Thunder,FanDuel,h2h,Oklahoma City Thunder,1.86,0.0,0.028666666666666667,0.0888468809073724,6,12,0,6
2024-12-21 01:10:00+00:00,Miami Heat,Oklahoma City Thunder,FanDuel,spreads,Miami Heat,1.91,1.0,0.03033333333333333,0.09262759924385633,6,12,1,6
2024-12-21 01:10:00+00:00,Miami Heat,Oklahoma City Thunder,FanDuel,spreads,Oklahoma City Thunder,1.91,-1.0,0.03033333333333333,0.08506616257088848,6,12,1,6
2024-12-21 01:10:00+00:00,Miami Heat,Oklahoma City Thunder,FanDuel,totals,Over,1.91,217.0,0.03033333333333333,0.9092627599243857,6,12,2,6
2024-12-21 01:10:00+00:00,Miami Heat,Oklahoma City Thunder,FanDuel,totals,Under,1.91,217.0,0.03033333333333333,0.9092627599243857,6,12,2,6
2024-12-21 01:10:00+00:00,Miami Heat,Oklahoma City Thunder,DraftKings,h2h,Miami Heat,1.91,0.0,0.03033333333333333,0.0888468809073724,6,12,0,5
2024-12-21 01:10:00+00:00,Miami Heat,Oklahoma City Thunder,DraftKings,h2h,Oklahoma City Thunder,1.91,0.0,0.03033333333333333,0.0888468809073724,6,12,0,5
2024-12-21 01:10:00+00:00,Miami Heat,Oklahoma City Thunder,DraftKings,spreads,Miami Heat,1.85,1.0,0.028333333333333335,0.09262759924385633,6,12,1,5
2024-12-21 01:10:00+00:00,Miami Heat,Oklahoma City Thunder,DraftKings,spreads,Oklahoma City Thunder,1.98,-1.0,0.03266666666666667,0.08506616257088848,6,12,1,5
2024-12-21 01:10:00+00:00,Miami Heat,Oklahoma City Thunder,DraftKings,totals,Over,1.91,217.5,0.03033333333333333,0.9111531190926275,6,12,2,5
2024-12-21 01:10:00+00:00,Miami Heat,Oklahoma City Thunder,DraftKings,totals,Under,1.91,217.5,0.03033333333333333,0.9111531190926275,6,12,2,5
2024-12-21 01:10:00+00:00,Miami Heat,Oklahoma City Thunder,BetMGM,h2h,Miami Heat,1.95,0.0,0.03166666666666667,0.0888468809073724,6,12,0,0
2024-12-21 01:10:00+00:00,Miami Heat,Oklahoma City Thunder,BetMGM,h2h,Oklahoma City Thunder,1.87,0.0,0.029000000000000005,0.0888468809073724,6,12,0,0
2024-12-21 01:10:00+00:00,Miami Heat,Oklahoma City Thunder,BetMGM,spreads,Miami Heat,1.77,1.5,0.025666666666666664,0.0945179584120983,6,12,1,0
2024-12-21 01:10:00+00:00,Miami Heat,Oklahoma City Thunder,BetMGM,spreads,Oklahoma City Thunder,2.05,-1.5,0.034999999999999996,0.0831758034026465,6,12,1,0
2024-12-21 01:10:00+00:00,Miami Heat,Oklahoma City Thunder,BetMGM,totals,Over,1.91,217.5,0.03033333333333333,0.9111531190926275,6,12,2,0
2024-12-21 01:10:00+00:00,Miami Heat,Oklahoma City Thunder,BetMGM,totals,Under,1.91,217.5,0.03033333333333333,0.9111531190926275,6,12,2,0
2024-12-21 01:10:00+00:00,Miami Heat,Oklahoma City Thunder,BetUS,spreads,Miami Heat,1.91,0.0,0.03033333333333333,0.0888468809073724,6,12,1,3
2024-12-21 01:10:00+00:00,Miami Heat,Oklahoma City Thunder,BetUS,spreads,Oklahoma City Thunder,1.91,0.0,0.03033333333333333,0.0888468809073724,6,12,1,3
2024-12-21 01:10:00+00:00,Miami Heat,Oklahoma City Thunder,BetUS,totals,Over,1.91,217.5,0.03033333333333333,0.9111531190926275,6,12,2,3
2024-12-21 01:10:00+00:00,Miami Heat,Oklahoma City Thunder,BetUS,totals,Under,1.91,217.5,0.03033333333333333,0.9111531190926275,6,12,2,3
2024-12-21 01:10:00+00:00,Miami Heat,Oklahoma City Thunder,Bovada,h2h,Miami Heat,1.87,0.0,0.029000000000000005,0.0888468809073724,6,12,0,4
2024-12-21 01:10:00+00:00,Miami Heat,Oklahoma City Thunder,Bovada,h2h,Oklahoma City Thunder,1.95,0.0,0.03166666666666667,0.0888468809073724,6,12,0,4
2024-12-21 01:10:00+00:00,Miami Heat,Oklahoma City Thunder,Bovada,spreads,Miami Heat,1.95,-1.0,0.03166666666666667,0.08506616257088848,6,12,1,4
2024-12-21 01:10:00+00:00,Miami Heat,Oklahoma City Thunder,Bovada,spreads,Oklahoma City Thunder,1.87,1.0,0.029000000000000005,0.09262759924385633,6,12,1,4
2024-12-21 01:10:00+00:00,Miami Heat,Oklahoma City Thunder,Bovada,totals,Over,1.91,217.5,0.03033333333333333,0.9111531190926275,6,12,2,4
2024-12-21 01:10:00+00:00,Miami Heat,Oklahoma City Thunder,Bovada,totals,Under,1.91,217.5,0.03033333333333333,0.9111531190926275,6,12,2,4
2024-12-21 01:10:00+00:00,Miami Heat,Oklahoma City Thunder,BetRivers,h2h,Miami Heat,1.96,0.0,0.031999999999999994,0.0888468809073724,6,12,0,2
2024-12-21 01:10:00+00:00,Miami Heat,Oklahoma City Thunder,BetRivers,h2h,Oklahoma City Thunder,1.88,0.0,0.02933333333333333,0.0888468809073724,6,12,0,2
2024-12-21 01:10:00+00:00,Miami Heat,Oklahoma City Thunder,BetRivers,spreads,Miami Heat,1.91,1.0,0.03033333333333333,0.09262759924385633,6,12,1,2
2024-12-21 01:10:00+00:00,Miami Heat,Oklahoma City Thunder,BetRivers,spreads,Oklahoma City Thunder,1.91,-1.0,0.03033333333333333,0.08506616257088848,6,12,1,2
2024-12-21 01:10:00+00:00,Miami Heat,Oklahoma City Thunder,BetRivers,totals,Over,1.91,217.0,0.03033333333333333,0.9092627599243857,6,12,2,2
2024-12-21 01:10:00+00:00,Miami Heat,Oklahoma City Thunder,BetRivers,totals,Under,1.91,217.0,0.03033333333333333,0.9092627599243857,6,12,2,2
2024-12-21 23:10:00+00:00,Sacramento Kings,Los Angeles Lakers,BetOnline.ag,spreads,Los Angeles Lakers,1.95,5.5,0.03166666666666667,0.10964083175803403,14,6,1,1
2024-12-21 23:10:00+00:00,Sacramento Kings,Los Angeles Lakers,BetOnline.ag,spreads,Sacramento Kings,1.87,-5.5,0.029000000000000005,0.06805293005671077,14,6,1,1
2024-12-21 23:10:00+00:00,Sacramento Kings,Los Angeles Lakers,BetOnline.ag,totals,Over,1.91,227.5,0.03033333333333333,0.9489603024574669,14,6,2,1
2024-12-21 23:10:00+00:00,Sacramento Kings,Los Angeles Lakers,BetOnline.ag,totals,Under,1.91,227.5,0.03033333333333333,0.9489603024574669,14,6,2,1
2024-12-21 23:10:00+00:00,Sacramento Kings,Los Angeles Lakers,LowVig.ag,spreads,Los Angeles Lakers,1.94,5.0,0.03133333333333333,0.10775047258979206,14,6,1,7
2024-12-21 23:10:00+00:00,Sacramento Kings,Los Angeles Lakers,LowVig.ag,spreads,Sacramento Kings,1.94,-5.0,0.03133333333333333,0.06994328922495274,14,6,1,7
2024-12-21 23:10:00+00:00,Sacramento Kings,Los Angeles Lakers,LowVig.ag,totals,Over,1.93,227.5,0.030999999999999993,0.9489603024574669,14,6,2,7
2024-12-21 23:10:00+00:00,Sacramento Kings,Los Angeles Lakers,LowVig.ag,totals,Under,1.93,227.5,0.030999999999999993,0.9489603024574669,14,6,2,7
